name,department,rating,num_ratings,would_take_again_pct,level_of_difficulty,professor_url
Elizabeth Moore,International Business,4.3,43,81%,3.4,https://www.ratemyprofessors.com/professor/2298289
Jose Annunziato,Computer Science,4,39,78%,2.9,https://www.ratemyprofessors.com/professor/1980304
Kristopher Bradley,Psychology,4.7,30,93%,1.8,https://www.ratemyprofessors.com/professor/2849817
Stanley Eigen,Mathematics,3.8,25,100%,1.7,https://www.ratemyprofessors.com/professor/316092
Faizul   Huq,Business,2.6,20,40%,3.8,https://www.ratemyprofessors.com/professor/2854044
Liwei Weng,Accounting,4.9,17,100%,2.4,https://www.ratemyprofessors.com/professor/3049952
Elizabeth Glowacki,Communication Studies,5,16,100%,2.1,https://www.ratemyprofessors.com/professor/2464392
Joseph Reagle,Communication Studies,4,12,82%,3.7,https://www.ratemyprofessors.com/professor/1842271
Terri Scott,Psychology,4.8,8,100%,2,https://www.ratemyprofessors.com/professor/3090623
Ryan Quinn,Law,5,8,100%,1.6,https://www.ratemyprofessors.com/professor/3127728
Brian Wolfe,Finance,4.7,7,86%,3.1,https://www.ratemyprofessors.com/professor/3069949
Rui LI,Health Science,3.5,4,100%,3,https://www.ratemyprofessors.com/professor/3089444
Lua Yuille,Management,1.7,3,33%,3.3,https://www.ratemyprofessors.com/professor/2815307
Jude Mathews,Chemistry,4.2,140,87%,3.4,https://www.ratemyprofessors.com/professor/1853272
James Marcotte,Mathematics,4.1,43,77%,2.6,https://www.ratemyprofessors.com/professor/2684221
Katy Shorey,Philosophy,2.3,40,32%,2.9,https://www.ratemyprofessors.com/professor/2636285
John Adams,Psychology,4.4,39,85%,2.1,https://www.ratemyprofessors.com/professor/3029581
Amy DiBattista,Psychology,4.5,24,88%,2.8,https://www.ratemyprofessors.com/professor/2224684
Zheng Kuncheng,Finance,3.2,22,45%,3.9,https://www.ratemyprofessors.com/professor/2246904
Deahan Yu,Computer Science,4.4,18,89%,2.2,https://www.ratemyprofessors.com/professor/3062233
Lisa McLeod,Philosophy,4,17,82%,2.3,https://www.ratemyprofessors.com/professor/2773381
Daniel Faber,Sociology,4.6,7,86%,2,https://www.ratemyprofessors.com/professor/2931517
Hayes Handler,English,5,6,100%,1.8,https://www.ratemyprofessors.com/professor/2940849
Karen Aerni,Environmental Science,4.2,5,100%,2.4,https://www.ratemyprofessors.com/professor/2788745
Eppa Rixey,International Business,5,3,100%,2.7,https://www.ratemyprofessors.com/professor/3153040
John Bai,Finance,3.8,64,66%,3.8,https://www.ratemyprofessors.com/professor/2135085
Cuneyt Eroglu,Business Administration,4.3,43,90%,2.6,https://www.ratemyprofessors.com/professor/1527958
Daniel Aldrich,Political Science,5,40,98%,3.3,https://www.ratemyprofessors.com/professor/2172181
Andrew Gillen,Engineering,4.9,24,100%,1.8,https://www.ratemyprofessors.com/professor/2740191
Yeonju Jang,Finance,4.3,12,83%,3.3,https://www.ratemyprofessors.com/professor/3089764
Abdul Mughal,Economics,2.9,12,50%,2.7,https://www.ratemyprofessors.com/professor/3058733
Leila Deravi,Chemistry,4.7,9,89%,3.1,https://www.ratemyprofessors.com/professor/2473928
Greg Allen,Theater,5,9,100%,1.4,https://www.ratemyprofessors.com/professor/2932670
William Sharp,Psychology,4.2,47,73%,2.4,https://www.ratemyprofessors.com/professor/1686825
Joanna Weaver,Psychology,4.3,19,79%,3.2,https://www.ratemyprofessors.com/professor/2740247
Themis Papageorge,Information Science,2.2,6,33%,3,https://www.ratemyprofessors.com/professor/2041084
Hilmar Von Strunck,Psychology,3.4,118,58%,3.6,https://www.ratemyprofessors.com/professor/2737145
Carie Hersh,Anthropology,3.7,37,62%,2.7,https://www.ratemyprofessors.com/professor/1204922
Elizabeth Britt,English,4.4,18,83%,3.9,https://www.ratemyprofessors.com/professor/528122
Candice Delmas,Philosophy,4.8,18,100%,4,https://www.ratemyprofessors.com/professor/2110596
Himlona Palikhe,Industrial Engineering,3.3,12,58%,2.8,https://www.ratemyprofessors.com/professor/2690481
Jason Bordbar,Management,4.7,11,100%,2.6,https://www.ratemyprofessors.com/professor/1998551
Anton Sinitskiy,Biotechnology,5,10,100%,2.5,https://www.ratemyprofessors.com/professor/3007243
Seamus Li,Economics,2.2,6,17%,3.2,https://www.ratemyprofessors.com/professor/3113673
Nicol McGruer,Electrical Engineering,5,5,100%,2.4,https://www.ratemyprofessors.com/professor/2686733
Ken Chung,Chemistry,3.6,111,63%,3.1,https://www.ratemyprofessors.com/professor/207115
Mark Wells,Philosophy,3.9,53,72%,3.2,https://www.ratemyprofessors.com/professor/2432555
Serdar Aldatmaz,Finance,3.7,19,63%,4,https://www.ratemyprofessors.com/professor/3049200
Dipanjan Saha,Engineering,4,4,75%,3.8,https://www.ratemyprofessors.com/professor/3121679
Julian Sosnik,Biology,2.6,38,37%,3.8,https://www.ratemyprofessors.com/professor/2628018
Mary Sue Potts-Santone,Health Science,2.9,213,31%,4.1,https://www.ratemyprofessors.com/professor/129984
Mark Prokosch,Psychology,4.8,147,98%,2.7,https://www.ratemyprofessors.com/professor/1652251
Tony Russo,Accounting,4,45,73%,3.1,https://www.ratemyprofessors.com/professor/2263945
Nikolas Beimler,Political Science,5,20,100%,2.2,https://www.ratemyprofessors.com/professor/2948506
Kai-Tak Wan,Engineering,4.1,19,84%,3.8,https://www.ratemyprofessors.com/professor/2260646
Handan Liu,Information Science,4.7,109,92%,2.9,https://www.ratemyprofessors.com/professor/2729088
Elizabeth Wilson,Mathematics,2.1,76,28%,3.9,https://www.ratemyprofessors.com/professor/2194160
Yonina Eldar,Engineering,1,11,0%,5,https://www.ratemyprofessors.com/professor/3115454
Zhengzhong Jin,Computer Science,4.3,3,100%,4.3,https://www.ratemyprofessors.com/professor/3143867
Prasanth George,Mathematics,4.9,105,99%,2.5,https://www.ratemyprofessors.com/professor/1918608
Sven Olson,Business,2.9,49,48%,3.6,https://www.ratemyprofessors.com/professor/2542570
Gregory Zuch,Writing,4.2,30,50%,2.4,https://www.ratemyprofessors.com/professor/540413
Vance Blankers,Mathematics,4.1,14,79%,2.9,https://www.ratemyprofessors.com/professor/2577755
Sunayan Acharya,Finance,4,14,71%,3.5,https://www.ratemyprofessors.com/professor/2748358
Michal Aibin,Computer Science,3,4,50%,2.3,https://www.ratemyprofessors.com/professor/3055596
Adenekan Dedeke,Business Administration,2,86,32%,3.8,https://www.ratemyprofessors.com/professor/1162186
Anand Venkateswaran,Finance,4.2,48,79%,3.8,https://www.ratemyprofessors.com/professor/586929
Boris Yelin,Spanish,3.7,14,71%,3.4,https://www.ratemyprofessors.com/professor/2425244
Christopher Beasley,Mathematics,2.7,9,33%,4.1,https://www.ratemyprofessors.com/professor/3045094
Brianne Olivieri-Mui,Health Science,3.3,6,50%,3,https://www.ratemyprofessors.com/professor/2867874
Bruce Clark,Marketing,3.8,22,54%,3.8,https://www.ratemyprofessors.com/professor/417733
Mohammad Taslim,Mechanical Engineering,2.7,17,36%,4.4,https://www.ratemyprofessors.com/professor/1534896
Jahir Pabon,Engineering,3.7,12,75%,3.6,https://www.ratemyprofessors.com/professor/2537902
Hideaki Yano,Pharmacy,1,1,0%,5,https://www.ratemyprofessors.com/professor/2623583
Dimitrios Fotiadis,Mathematics,2.5,60,31%,3.3,https://www.ratemyprofessors.com/professor/1556053
Matt Garcia,Mathematics,2.9,33,52%,3.9,https://www.ratemyprofessors.com/professor/2657701
Chiu Chang,Marketing,3.1,26,46%,2.4,https://www.ratemyprofessors.com/professor/2481490
Daniel Dulaski,Civil Engineering,4.9,17,100%,2.6,https://www.ratemyprofessors.com/professor/1588370
Domenic Corey,Health Science,5,8,100%,2.6,https://www.ratemyprofessors.com/professor/2067621
Rain Miao,Civil Engineering,4,3,67%,3.7,https://www.ratemyprofessors.com/professor/3002199
Ben Boossarangsi,Health Science,5,3,100%,2,https://www.ratemyprofessors.com/professor/2891006
Emily Clough,Political Science,2.4,43,28%,3.1,https://www.ratemyprofessors.com/professor/2479068
Nicole Batrouny,Engineering,5,29,97%,2,https://www.ratemyprofessors.com/professor/2983522
Diaa Alabed,Biotechnology,1.2,17,6%,4.8,https://www.ratemyprofessors.com/professor/2844019
Chesley Leslin,Biology,4.5,10,89%,3.2,https://www.ratemyprofessors.com/professor/2058941
Miguel Fuentes-Cabrera,Computer Science,5,1,100%,3,https://www.ratemyprofessors.com/professor/3118577
Kimberly Moreno,Accounting,3.1,35,43%,3.9,https://www.ratemyprofessors.com/professor/1433506
Saha Subhrajit,Environmental Science,2.3,25,28%,3,https://www.ratemyprofessors.com/professor/2996987
Nikolaos Soukos,Physics,4.1,23,83%,2.7,https://www.ratemyprofessors.com/professor/2646126
Ashleigh Shields,Communication Studies,4.8,17,94%,1.5,https://www.ratemyprofessors.com/professor/2736482
Naeem Zafar,Entrepreneurship,3.7,7,71%,3,https://www.ratemyprofessors.com/professor/2993231
Andrej Savol,Biology,1,3,0%,4,https://www.ratemyprofessors.com/professor/2905693
Timothy Dransfield,Chemistry,3.4,80,51%,4.5,https://www.ratemyprofessors.com/professor/2590906
Ioannis Livanis,International Politics,4,53,82%,2.2,https://www.ratemyprofessors.com/professor/1566834
Felipe Cortes,Finance,3.7,35,57%,4.4,https://www.ratemyprofessors.com/professor/1923984
Julie Garey,Political Science,3.9,21,65%,2.8,https://www.ratemyprofessors.com/professor/2085198
Joshua Abel,Economics,4.6,12,83%,3.8,https://www.ratemyprofessors.com/professor/2957067
Alper Koparan,Finance,4.2,11,82%,2.7,https://www.ratemyprofessors.com/professor/2833187
Jamie Hoag,Law,4,10,70%,3.6,https://www.ratemyprofessors.com/professor/2474102
Barbara Larson,Management,3.5,10,56%,3.5,https://www.ratemyprofessors.com/professor/2058061
Mark Dockser,Business,2.7,9,44%,3,https://www.ratemyprofessors.com/professor/2972763
Leslie Beegle,Writing,4.5,2,100%,1.5,https://www.ratemyprofessors.com/professor/3028785
Sumi Seo,Mathematics,4.5,78,91%,2.9,https://www.ratemyprofessors.com/professor/1686802
Lucia Nunez,Computer Science,3.5,59,66%,4,https://www.ratemyprofessors.com/professor/2668761
Gregory Aloupis,Computer Science,1.7,31,19%,4.7,https://www.ratemyprofessors.com/professor/2903924
Vance Ricks,Philosophy,2.5,30,27%,3.7,https://www.ratemyprofessors.com/professor/2934293
Joseph Marks,Finance,4.7,25,88%,3.3,https://www.ratemyprofessors.com/professor/2476635
Galini Thoidis,Biochemistry,4.6,18,89%,3.5,https://www.ratemyprofessors.com/professor/2288778
Iman Salama,Electrical Engineering,4.8,17,94%,2.8,https://www.ratemyprofessors.com/professor/2317088
Günther Zupanc,Biology,2.6,12,42%,2.7,https://www.ratemyprofessors.com/professor/1886247
Adam Marks,Public Policy,5,3,100%,2.3,https://www.ratemyprofessors.com/professor/3113678
Ann Cai,East Asian Studies,5,3,100%,2.3,https://www.ratemyprofessors.com/professor/2736472
Anh Hoang,Mathematics,5,2,100%,2,https://www.ratemyprofessors.com/professor/3088598
Natalia Ptitsyna,Mathematics,2.3,38,29%,3.7,https://www.ratemyprofessors.com/professor/2638371
Laurie Nardone,English,3.9,32,53%,4.1,https://www.ratemyprofessors.com/professor/1043358
Kat Gonso,English,4,14,62%,2.2,https://www.ratemyprofessors.com/professor/2122872
Keivan Sadeghzadeh,Business,5,12,100%,2.8,https://www.ratemyprofessors.com/professor/2789125
David Brady,Engineering,2.6,9,20%,2.7,https://www.ratemyprofessors.com/professor/366338
Xiangyun Tang,Psychology,3.8,5,100%,1.4,https://www.ratemyprofessors.com/professor/3144077
Mario Maletta,Accounting,4.6,30,85%,3,https://www.ratemyprofessors.com/professor/164327
Mustafa Vaid,Mathematics,3.5,16,62%,1.9,https://www.ratemyprofessors.com/professor/2846874
Emily Avery-Miller,English,4.8,10,90%,1.7,https://www.ratemyprofessors.com/professor/2638385
Kaylla Cantilina,Engineering,4.9,8,100%,1.8,https://www.ratemyprofessors.com/professor/3050606
Eric Marshall,English,5,7,100%,1.9,https://www.ratemyprofessors.com/professor/2785291
Rouzbeh Amini,Engineering,4.6,5,100%,3.2,https://www.ratemyprofessors.com/professor/2757947
Elena  Strange,Computer Science,4.3,4,100%,2.5,https://www.ratemyprofessors.com/professor/2977755
Ayako Anderson,East Asian Studies,5,4,100%,3.5,https://www.ratemyprofessors.com/professor/3054240
Caleb Gayle,Journalism,3,2,50%,4,https://www.ratemyprofessors.com/professor/2856535
Ed Witten,Chemistry,4.2,75,81%,2.2,https://www.ratemyprofessors.com/professor/175273
Jay Mulki,Marketing,2.7,68,23%,3.1,https://www.ratemyprofessors.com/professor/727151
Amit Shesh,Computer Science,3.5,65,58%,4.2,https://www.ratemyprofessors.com/professor/2160869
William Mayer,Political Science,3,56,62%,2.8,https://www.ratemyprofessors.com/professor/323890
Bindu Veetel,Mathematics,2.2,45,30%,3.4,https://www.ratemyprofessors.com/professor/1975941
Cole Eidson,Psychology,4.2,45,85%,2.5,https://www.ratemyprofessors.com/professor/2009181
Colin Brown,Political Science,4.3,30,83%,2.4,https://www.ratemyprofessors.com/professor/2483166
Ankita Sarkar,Physics,3.7,18,67%,3.1,https://www.ratemyprofessors.com/professor/3037716
Xiupeng Wang,Business,4.2,14,86%,2.7,https://www.ratemyprofessors.com/professor/2995288
Jim Campasano,Finance,3.2,12,58%,2.7,https://www.ratemyprofessors.com/professor/2683864
Jamie Ladge,Human Resources Management,3.8,12,50%,3.1,https://www.ratemyprofessors.com/professor/1222879
Hande Ondemir,Industrial Engineering,5,10,100%,1.8,https://www.ratemyprofessors.com/professor/2658040
William Forbes,Business,4.8,9,100%,2.3,https://www.ratemyprofessors.com/professor/2951141
Ariel Gomez,Economics,1.3,6,0%,4.2,https://www.ratemyprofessors.com/professor/3060295
Shantanu Khanna,Economics,4,4,75%,2.8,https://www.ratemyprofessors.com/professor/2836854
Cathy Merlo,Business,5,3,100%,1,https://www.ratemyprofessors.com/professor/3127867
Tiffany Bailey,African-American Studies,3,2,50%,2.5,https://www.ratemyprofessors.com/professor/3147837
Kari Jensen,Biology,4,2,100%,2.5,https://www.ratemyprofessors.com/professor/3109055
Jacob Tompson,Economics,4,2,100%,3,https://www.ratemyprofessors.com/professor/3127659
Yoseob Yoon,Mechanical Engineering,3,1,0%,4,https://www.ratemyprofessors.com/professor/3128590
Katherine Haenschen,Political Science,2,1,0%,4,https://www.ratemyprofessors.com/professor/2844144
Michael Power,Business,3.2,133,47%,3.7,https://www.ratemyprofessors.com/professor/122861
Richard Melloni,Psychology,4.4,85,97%,3.1,https://www.ratemyprofessors.com/professor/223034
John Park,Computer Science,3.5,82,61%,3.5,https://www.ratemyprofessors.com/professor/2507971
Reyyan Bilge,Psychology,2.6,54,31%,3.4,https://www.ratemyprofessors.com/professor/2727425
Grayson Kimball,Psychology,4.7,41,91%,1.6,https://www.ratemyprofessors.com/professor/1701898
Mohit Singhal,Computer Science,3.7,29,72%,1.8,https://www.ratemyprofessors.com/professor/3058156
Alan Zaremba,Communication Studies,4.8,27,86%,3.4,https://www.ratemyprofessors.com/professor/207079
John Basl,Philosophy,4.5,22,79%,4,https://www.ratemyprofessors.com/professor/1870360
Rebecca Sherbo,Chemistry,5,14,100%,2.4,https://www.ratemyprofessors.com/professor/3058174
Stine Grodal,Entrepreneurship,3.5,13,62%,2.5,https://www.ratemyprofessors.com/professor/2718218
Bryan Spring,Physics,3.2,11,36%,3.3,https://www.ratemyprofessors.com/professor/2353652
Matan Harel,Mathematics,3.7,10,80%,3.8,https://www.ratemyprofessors.com/professor/2768352
Syed Shazli,Computer Engineering,2.2,10,20%,3.5,https://www.ratemyprofessors.com/professor/2687876
Bhawesh Sah,Information Science,3.9,10,70%,2.9,https://www.ratemyprofessors.com/professor/2693514
Meredith O'Brien-Weiss,Journalism,4.8,10,100%,2.3,https://www.ratemyprofessors.com/professor/2479067
Brad Turow,Mathematics,5,9,100%,2.2,https://www.ratemyprofessors.com/professor/2845950
Amy Lantinga,English,2.3,8,25%,2.5,https://www.ratemyprofessors.com/professor/2416711
Eliza Greiner,Psychology,5,5,100%,3.6,https://www.ratemyprofessors.com/professor/3146729
Mehrdad Sasani,Civil Engineering,3,5,60%,3.6,https://www.ratemyprofessors.com/professor/1962950
Maria Jamie,Health Science,5,4,100%,1.8,https://www.ratemyprofessors.com/professor/3002896
Robert Pluta,Mathematics,4,3,100%,1.3,https://www.ratemyprofessors.com/professor/3113921
Yanzhi Wang,Engineering,3,3,67%,2.3,https://www.ratemyprofessors.com/professor/2885086
Ermus St. Louis,Criminal Justice,4.3,3,100%,2.7,https://www.ratemyprofessors.com/professor/3127723
Julio Rodriguez,Health Science,5,1,100%,1,https://www.ratemyprofessors.com/professor/3152555
Nizar Zaarour,Mathematics,4.4,104,81%,2.7,https://www.ratemyprofessors.com/professor/213553
Paulette McCarty,Business,3.1,76,47%,3.3,https://www.ratemyprofessors.com/professor/231958
Dimitre Tzigantchev,Mathematics,2.7,64,38%,3.3,https://www.ratemyprofessors.com/professor/2633914
Alessandra Di Credico,Physics,3.1,58,59%,3.4,https://www.ratemyprofessors.com/professor/1016693
Ronald C. Zullo,Accounting,3.4,50,59%,3.8,https://www.ratemyprofessors.com/professor/1393308
Yue Zhang,Accounting,4.3,47,71%,3.2,https://www.ratemyprofessors.com/professor/1705691
Alex DePaoli,Marketing,3.6,45,60%,3.6,https://www.ratemyprofessors.com/professor/2304097
Denise Garcia,Political Science,3.1,44,38%,3.6,https://www.ratemyprofessors.com/professor/1029676
John Glencross,Accounting,3,42,48%,2.9,https://www.ratemyprofessors.com/professor/895698
Kamber Vittori,Accounting,4.8,41,98%,3,https://www.ratemyprofessors.com/professor/2495601
Julia Ivy,Leadership,3.7,39,63%,3.7,https://www.ratemyprofessors.com/professor/2140908
Chris Robertson,Business,4.5,34,95%,2.5,https://www.ratemyprofessors.com/professor/156372
Peter Furth,Civil Engineering,2.7,28,36%,3.5,https://www.ratemyprofessors.com/professor/1129289
Sali Ziane,Modern Languages,4.6,27,100%,2.5,https://www.ratemyprofessors.com/professor/518977
Jude Matthews,Chemistry,3.9,26,69%,3.8,https://www.ratemyprofessors.com/professor/2641555
Olubunmi Faleye,Finance,3.1,26,47%,3.8,https://www.ratemyprofessors.com/professor/866571
Tom Akbari,English,3.6,25,73%,3.1,https://www.ratemyprofessors.com/professor/1088961
Richard Wamai,African-American Studies,2.8,24,29%,3.8,https://www.ratemyprofessors.com/professor/1705022
Claudia Santelices,Health Science,4.3,23,83%,2.2,https://www.ratemyprofessors.com/professor/2766310
Marguerite Matherne,Mechanical Engineering,4.9,18,100%,2.4,https://www.ratemyprofessors.com/professor/2865743
Norair Katchatryan,Criminal Justice,3.9,18,78%,1.5,https://www.ratemyprofessors.com/professor/2873781
Lee-Peng Lee,Mathematics,4.6,18,100%,2.9,https://www.ratemyprofessors.com/professor/1645946
Aaron Block,Writing,4.8,18,94%,2.4,https://www.ratemyprofessors.com/professor/1942120
Ekaterina Botchkovar,Criminal Justice,4.2,17,100%,2.8,https://www.ratemyprofessors.com/professor/1058988
Katherine Haenschen,Communication Studies,3.2,16,62%,3.8,https://www.ratemyprofessors.com/professor/2738292
Dessy Raytcheva,Microbiology,4.3,16,88%,2.7,https://www.ratemyprofessors.com/professor/2777283
