term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,27,3.89,4.04,4.29,4.0,4.5,5.0,10,9,4,3,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Learning Related Questions,This course was intellectually challenging.,27,4.78,4.84,4.37,5.0,5.0,5.0,23,3,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Learning Related Questions,I learned a lot in this course.,27,4.19,4.21,4.43,4.0,4.5,5.0,10,14,2,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor came to class prepared to teach.,27,4.48,4.51,4.6,5.0,5.0,5.0,17,6,4,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor used class time effectively.,27,4.44,4.25,4.44,5.0,5.0,5.0,17,6,3,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor clearly communicated ideas and information.,27,3.67,3.8,4.31,4.0,4.0,5.0,10,7,3,5,2,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor provided sufficient feedback.,27,3.81,3.88,4.26,4.0,4.0,5.0,9,9,4,5,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor fairly evaluated my performance.,27,4.04,4.11,4.36,4.0,4.5,5.0,12,9,2,3,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor was available to assist students outside of class.,27,4.67,4.63,4.52,5.0,5.0,5.0,18,9,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor facilitated a respectful and inclusive learning environment.,27,4.33,4.29,4.61,5.0,5.0,5.0,16,7,2,1,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Related Questions: Christopher Miller,The instructor displayed enthusiasm for the course.,27,4.56,4.66,4.71,5.0,5.0,5.0,17,8,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Instructor Effectiveness: Christopher Miller,What is your overall rating of this instructor's teaching effectiveness?,27,3.81,3.95,4.5,4.0,4.0,5.0,10,7,5,5,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""the textbook is a great resource and super easy to understand, I like the online aspect."", ""they were fine, lots of practice problems were good"", ""mostly n/a"", ""NA"", ""This class was in person but lot of material was posted after each class. It was a ton of information, lengthy slides, didn't break down how to complete the problems well enough. I relied on AI tools and Youtube to teach me and I still failed the exams."", ""N/A course was in person"", ""N/A our class was in person"", ""N/A"", ""No online presence"", ""The online course experience and material was helpful, but a bit much at times due to the shere number of problems. Maybe concise this down in the future to key problem types."", ""easy to navigate"", ""The video lectures for the pre–work quiz and study were VERY helpful!"", ""This course was in person, so not much interaction on Canvas. But materials were easy to find online"", ""Great slides"", ""–"", ""The class notes were posted ahead of time for students to either read through or download to assist with notetaking. This really helped me understand the course and stay with the professor as he taught instead of devoting time to notetaking.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Professor Miller was very strong in teaching this course. He was also very excited about the course material and very knowledgeable."", ""availability for help outside the classroom"", ""His personality/knowledge on ACCT"", ""He is amazing and knows it all.He made us practice sums in the class that helped us in exams."", ""Always will to help after class hours"", ""I think Professor Miller was awesome and really took time to attend to all students and all of our questions. I wish this course was a full semester course as the material would have been easier to digest and I would really be able to understand accounting better."", ""very enthusiastic and supportive"", ""Professor Miller is extremely smart and brings his diverse experience to class, which is appreciated."", ""great teacher always willing to help and hold office hours deep into the night."", ""Deep knowledge of the topic, energetic"", ""He was very knowledgeable about the material, but oversimplified and didn't put enough time or thoroughness into the technical problems, which made it hard for someone like me with zero background in the subject to keep up."", ""Offered problem questions"", ""This course was extremely challenging – exams + coursework. Instructor was excited to teach, but too much material in a short period of time."", ""Perseverance at its finest"", ""The instructor provided his own examples and stories that made class material at times easier to learn."", ""perseverance."", ""Dr. Miller came to class prepared and was happy to walkthrough and explain questions in class and brought humor to a subject that would normally be very dry."", ""Professor Miller was available to the class in office hours and did make many hours available. Professor Miller's class expectations were clear. Overall, I learned better in class than I did from the text. The plethora of practice problems available were also very helpful for studying."", ""Great insights and good explanations"", ""overall a decent guy on a personal level, at least to me,  but was extremely stubborn and unwilling to reason or understand his students""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""I think the instructor should emphasize using the tutors throughout the semester and not only leading up to the exams."", ""Weekly HW/activities"", ""Could have taken things slow. Someone with no background in accounting, it is difficult to understand the terminologies."", ""He can be better at explaining the lessons and problems. He would be excellent for people who are getting a master's in accounting, since this is an MBA, he explainations of lessons and conepts is not that great."", ""N/A – the course structure is good as is"", ""Be more clear earlier on about details like lack of a formula sheet especially if its a change from previous years. teach in different teaching styles for students who the way may not work. really focus on concepts more than problems"", ""I would advocate a summer session, substantially more than a two day bootcamp. The students would learn a lot more and be able to retain the information."", ""Not make it 8 weeks more the programs problem but still."", ""Weekly (ungraded) quizzes for check in"", ""Teach step by step how to do the problems, stick to one method instead of introducing many – it became confusing and hard to retain."", ""The exam did not accurately reflect what was taught in class and felt more like a test designed to catch students off guard rather than assess understanding. Additionally, the time allotted was insufficient, during the final exam, most students were unable to finish because the questions were significantly more difficult. Those who did manage to complete it typically had prior industry or accounting experience, creating an uneven testing environment."", ""Provide more practice throughout class, tutors offered earlier in semester."", ""Include weekly quizzes to make sure students are grasping the content"", ""Provide more weighted graded assignments rather than put 70% of the grade within two exams. Maybe have a quiz at the end of each week to see how well students retained materials."", ""Instructor needs to understand that students do not pick up content as quickly as others or themselves"", ""I understand that each student has the personal responsibility to navigate their own studying. However, reducing the total number of problems on the handouts and practice exams by 10–20% would be helpful, because the sheer number of questions were overwhelming. It wasn't until the end of the class when I realized my time was best spent skipping over problems I knew how to do and instead focus on the ones I didn't.The exams were too heavily weighed, the pre–quiz was weighed too little, and the case study excel analysis took 5X the time estimated (2 hours) and did not bring much learning value.I believe the instructor overestimates how capable we students were, and grades reflected. Again, not skirting personal responsibility, but even with forewarnings and tutoring and time spent, many students did not perform well."", ""ACCT6318 was an exceptionally challenging course, especially since it was conducted over 6 weeks. I was a little frustrated with some of the expectations because of this. Myself and other classmates definitely found it hard to grasp the material at times.In regards to the midterm, there was a push to have an equations sheet similar to past FT MBA students, and I understand Professor Miller's reasoning for not having one. However, because of the acceleration of the course alongside 3 other courses, it did make this component more challenging and I felt like I was spending more time memorizing information as opposed to grasping concepts.  I believe this reflected on how I did on the midterm exam and how I feel I did on the final exam.My  other note regarding the practice problems, especially the practice tests, is that they did not reflect the difficulty of the exam. In both the midterm and the final, I went through the practice exam once and did not check the key until I was finished. Overall on the practice exams, I did very well, only missing a few problems. I'd then go back with a classmate or the tutors on questions I got wrong. However, when it came time for the exam the problems were not similar and I found myself struggling as the questions were much more difficult. I understand that the goal was likely to check our integration of the knowledge and critical thinking when it came to using multiple concepts at once, however, due to the pace of the course as stated earlier, it was difficult to do this.My recommendation for next year if this structure is to remain the same is to:A. Do a weekly quiz to \""knowledge check\"", I feel if I had had the opportunity to practice my grasp of the concepts/memorization of the essential equations/formulas I would have felt more confident going into the exams. It would also give students an opportunity to do better in the course with more material tested.B. Make the practice exams equally hard to the midterm and final exams"", ""N.A"", ""Not teach so fast, curve the exam when the mean is a 60, give us a formula sheet on tests like he has to other classes every other year""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for ACCT6318-02 Anlyzng Acct Data for Strt Dec  (Christopher Miller),37,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""The instructor was clearly very knowledgeable, which created a good environment for the classroom."", ""Was helpful if you needed extra help. Accounting is dry by itself so cannot improve much in the classroom."", ""He was very strong at teaching ACCT and an amazing professor"", ""N/A – he is was very responsive and helpful"", ""Very kind person, wish there were more assessments as i was struggling with them and needed to even my grade out, would want more diversity of assessments. loved the writing assignment"", ""Professor has a very good approach to facilitate inclusive learning."", ""Great communicator and provides manyb examples."", ""Show better respect for students who are not understanding it or performing well."", ""He needed to provide a formula sheet, a list of topics, all in one area to consolidate. I found it very hard even to know what to study."", ""The professor should be more concise when teaching, as many students often struggle to follow along in class. The exams are excessively difficult without a formula sheet, especially since previous MBA cohorts were allowed one. Six weeks is not enough time to cover this much material, particularly for students not pursuing accounting. The course content should be streamlined, and study guides should accurately reflect the exams. Additionally, the professor should teach from the perspective of students with no prior accounting background, especially those coming from industries unrelated to accounting. While the teaching style may work in a full semester, it’s unrealistic and ineffective when condensed into six weeks."", ""Instructor could slow down, so much material in every class and just assumed we all figured it out."", ""It was an inclusive environment"", ""The instructor knew the material he was teaching inside and out which made asking questions easy, but responses at times were a little confusing."", ""The course is too dense"", ""I get it's a lot of info in a short period of time, but needs to be more understanding of us""]",
